Invoice/Item Number,Date,Store Name,Address,City,Zip Code,County,Category Name,Vendor Name,Item Number,Item Description,Bottle Volume (ml),State Bottle Cost,Bottles Sold,Sale,Volume Sold (Liters)
INV-43777400004,2022-01-13,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317a,POLK,AMERICAN VODKAS,diageo americas,38008,smirnoff 80prf pet,1750.0,14.75,6,132.78,10.5
INV-43828900054,2022-01-17,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,JOHNSON,CANADIAN WHISKIES,heaven hill brands,10550,black velvet toasted caramel,750.0,5.23,12,94.2,9.0
INV-43486500106,2022-01-03,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POLK,STRAIGHT BOURBON WHISKIES,BROWN FORMAN CORP.,920374,SOOH OLD FORESTER 1910,750.0,27.99,6,251.94,4.5
INV-43818500052,2022-01-14,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,64870,FIREBALL CINNAMON WHISKEY,100.0,0.9,48,64.8,4.8
INV-43472000076,2022-01-03,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,IMPORTED SCHNAPPS,sazerac company  inc,69631,dr mcgillicuddys cherry mini,50.0,5.0,2,15.0,0.1
INV-43483600194,2022-01-03,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,MUSCATINE,100% AGAVE TEQUILA,diageo americas,87280,casamigos blanco,750.0,26.84,3,120.78,2.25
INV-43778900088,2022-01-13,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,AMERICAN VODKAS,DIAGEO AMERICAS,37993,SMIRNOFF 80PRF,200.0,2.54,5,19.05,1.0
INV-43763700072,2022-01-13,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,AMERICAN DRY GINS,laird & company,29997,five o'clock gin,,,2,13.0,2.0
INV-43775000017,2022-01-13,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,IMPORTED DRY GINS,pernod ricard usa,28086,beefeater gin,750.0,11.49,24,413.76,18.0
INV-43737500166,2022-01-12,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,AMERICAN VODKAS,e & j gallo winery,36970,new amsterdam 80prf,1000.0,7.33,24,264.0,24.0
INV-43472000058,2022-01-03,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,SPICED RUM,diageo americas,43331,captain morgan original spiced mini,50.0,4.8,4,28.8,0.2
INV-43757400056,2022-01-13,HY-VEE FOOD STORE #3 / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702,BLACK HAWK,AMERICAN VODKAS,diageo americas,37993,smirnoff 80prf,200.0,2.54,2,7.62,0.4
INV-43735600179,2022-01-12,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,LINN,AMERICAN VODKAS,diageo americas,78292,smirnoff peach lemonade mini,50.0,7.47,1,11.21,0.05
INV-43469600021,2022-01-03,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,JOHNSON,COCKTAILS /RTD,proximo,58838,jose cuervo authentic lime margarita,1750.0,8.74,12,157.32,21.0
INV-43490700003,2022-01-03,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588,BUENA VIST,STRAIGHT BOURBON WHISKIES,four roses distillery,18376,four roses small batch select,750.0,30.0,3,135.0,2.25
INV-43722000036,2022-01-12,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,STORY,AMERICAN VODKAS,SAZERAC COMPANY  INC,36978,NIKOLAI VODKA,1750.0,6.92,6,62.28,10.5
INV-43820000097,2022-01-14,HY-VEE FOOD STORE / WEBSTER CITY,823  2ND ST,WEBSTER CITY,50595,HAMILTON,AMERICAN VODKAS,SAZERAC COMPANY  INC,37418,POPOV 80PRF,1750.0,8.5,12,153.0,21.0
INV-43855400096,2022-01-17,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,LINN,STRAIGHT BOURBON WHISKIES,HEAVEN HILL BRANDS,17127,CABIN STILL STR BOURBON,1000.0,5.0,6,45.0,6.0
INV-43483600188,2022-01-03,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,MUSCATINE,NEUTRAL GRAIN SPIRITS FLAVORED,ole smoky distillery llc,86749,ole smoky cherry moonshine,750.0,12.5,1,18.75,0.75
INV-43495700013,2022-01-03,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,CLINTON,IMPORTED SCHNAPPS,diageo americas,69940,rumple minze peppermint schnapps liqueur mini,50.0,13.5,2,40.5,0.1
INV-43721400129,2022-01-12,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,AMERICAN VODKAS,constellation brands inc,34821,svedka 80prf,1750.0,13.4,18,361.8,31.5
INV-43742700022,2022-01-12,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,LEE,CREAM LIQUEURS,mississippi river distil,80239,iowish cream salted caramel,,10.17,6,91.56,4.5
INV-43732300028,2022-01-12,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,SCOTT,FLAVORED RUM,BACARDI USA INC,43137,BACARDI LIMON,1000.0,9.5,12,171.0,12.0
INV-43721400004,2022-01-12,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,STRAIGHT RYE WHISKIES,american spirits exchange,17062,bradshaw bourbon,750.0,,36,1260.36,27.0
INV-43518800020,2022-01-04,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,CARROLL,BLENDED WHISKIES,diageo americas,25608,seagrams 7 crown,1750.0,12.96,6,116.64,10.5
INV-43833900040,2022-01-17,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POLK,AMERICAN VODKAS,"FOUNDRY DISTILLING COMPANY, LLC",36878,FOUNDRY VODKA,750.0,7.93,12,142.8,9.0
INV-43469500043,2022-01-03,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,IMPORTED VODKAS,JIM BEAM BRANDS,34188,EFFEN 80PRF,750.0,12.5,6,112.5,4.5
INV-43721400051,2022-01-12,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,STRAIGHT BOURBON WHISKIES,heaven hill brands,17958,evan williams black,,16.5,12,297.0,21.0
INV-43589200057,2022-01-06,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106,WOODBURY,CANADIAN WHISKIES,prestige wine & spirits group / united states distilled products co,15247,windsor canadian,1000.0,6.64,12,119.52,12.0
INV-43518800041,2022-01-04,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,CARROLL,STRAIGHT BOURBON WHISKIES,luxco inc,18198,ezra brooks sour mash bourbon,1750.0,,6,144.0,10.5
INV-43483600142,2022-01-03,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,MUSCATINE,WHISKEY LIQUEUR,sazerac company  inc,64865,fireball cinnamon whiskey pet,,,24,323.28,18.0
INV-43775000061,2022-01-13,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,IMPORTED FLAVORED VODKA,pernod ricard usa,37403,absolut watermelon,750.0,9.99,12,179.88,9.0
INV-43555700103,2022-01-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,AMERICAN FLAVORED VODKA,diageo americas,77848,smirnoff vanilla,1000.0,9.25,12,166.56,12.0
INV-43470400127,2022-01-03,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,100% AGAVE TEQUILA,BACARDI USA INC,88298,PATRON SILVER,1750.0,58.5,3,263.25,5.25
INV-43501200046,2022-01-04,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023,POLK,AMERICAN SCHNAPPS,jim beam brands,82847,dekuyper luscious peachtree,1000.0,7.87,12,141.72,12.0
INV-43830500045,2022-01-17,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,LINN,CANADIAN WHISKIES,heaven hill brands,10548,black velvet toasted caramel,1750.0,10.45,6,94.08,10.5
INV-43753300090,2022-01-13,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320a,POLK,CREAM LIQUEURS,DIAGEO AMERICAS,74086,GODIVA DARK CHOCOLATE LIQUEUR,,17.0,12,306.0,9.0
INV-43818500046,2022-01-14,HY-VEE FOOD STORE #1 / OTTUMWA,1025 NORTH QUINCY AVE,OTTUMWA,52501,WAPELLO,AMERICAN BRANDIES,E & J GALLO WINERY,52594,E & J VS,375.0,3.5,3,15.75,1.12
INV-43524900018,2022-01-04,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701,BLACK HAWK,IMPORTED FLAVORED VODKA,pernod ricard usa,64009,absolut juice edition apple,750.0,9.99,6,89.94,4.5
INV-43786800067,2022-01-14,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,DUBUQUE,WHITE RUM,bacardi usa inc,43125,bacardi superior pet,750.0,8.26,12,148.68,9.0
INV-43534300030,2022-01-05,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,CREAM LIQUEURS,e & j gallo winery,80488,tippy cow shamrock mint,750.0,11.0,6,99.0,4.5
INV-43766100172,2022-01-13,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,LINN,SPICED RUM,HEAVEN HILL BRANDS,43024,ADMIRAL NELSON SPICED,375.0,2.99,3,13.47,1.12
INV-43758100079,2022-01-13,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613a,BLACK HAWK,AMERICAN FLAVORED VODKA,heaven hill brands,40126,burnetts mango pineapple,750.0,4.5,2,13.5,1.5
INV-43541300085,2022-01-05,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,SINGLE MALT SCOTCH,E & J GALLO WINERY,5286,ISLE OF JURA 10YR,750.0,20.0,6,180.0,4.5
INV-43742700076,2022-01-12,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,LEE,AMERICAN VODKAS,luxco inc,36304,hawkeye vodka,375.0,,6,16.74,2.25
INV-43537100002,2022-01-05,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POLK,AMERICAN VODKAS,GRAYBEARD DISTILLERY INC,37167,BEDLAM VODKA,750.0,11.0,288,4752.0,216.0
INV-43534700102,2022-01-05,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,STORY,CREAM LIQUEURS,SAZERAC COMPANY  INC,80457,RYANS CREAM LIQUEUR,1000.0,7.23,12,130.2,12.0
INV-43742700036,2022-01-12,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,LEE,AMERICAN VODKAS,diageo americas,37997,smirnoff 80prf,1000.0,9.25,12,166.56,12.0
INV-43549900015,2022-01-05,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,SCOTT,CANADIAN WHISKIES,DIAGEO AMERICAS,11297,CROWN ROYAL,1000.0,19.39,24,698.16,24.0
INV-43501900258,2022-01-04,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722,SCOTT,STRAIGHT BOURBON WHISKIES,four roses distillery,18352,four roses bourbon,750.0,,12,225.0,9.0
INV-43771600020,2022-01-13,HY-VEE #2 FOOD STORE / MASON CITY,551 S ILLINOIS AVE,MASON CITY,50401,CERRO GORD,WHISKEY LIQUEUR,heaven hill brands,86796,southern host whiskey liqueur,750.0,,6,49.5,4.5
INV-43786900073,2022-01-14,HY-VEE #3 / DUBUQUE,400 LOCUST ST,DUBUQUE,52001,DUBUQUE,FLAVORED RUM,BACARDI USA INC,43138,BACARDI LIMON,1750.0,15.0,3,67.5,5.25
INV-43778900051,2022-01-13,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,BLENDED WHISKIES,PROXIMO,27605,TIN CUP,750.0,13.75,3,61.89,2.25
INV-43734000028,2022-01-12,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,WHITE RUM,BACARDI USA INC,43831,BACARDI SUPERIOR,200.0,2.5,6,22.5,1.2
INV-43827300051,2022-01-17,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POLK,AMERICAN FLAVORED VODKA,phillips beverage,41604,uv grape,750.0,7.0,12,126.0,9.0
INV-43696000045,2022-01-11,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,CARROLL,FLAVORED RUM,pernod ricard usa,42717,malibu coconut,1000.0,11.49,60,1034.4,60.0
INV-43748800082,2022-01-12,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,MARION,TENNESSEE WHISKIES,brown forman corp.,26823,jack daniels old #7 black label,200.0,,6,38.1,1.2
INV-43476400050,2022-01-03,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,LINN,IMPORTED FLAVORED VODKA,DIAGEO AMERICAS,34449,KETEL ONE CITROEN,750.0,11.33,6,102.0,4.5
INV-43587200035,2022-01-06,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POLK,AMERICAN FLAVORED VODKA,heaven hill brands,39322,deep eddy lime flavored vodka,750.0,8.5,24,306.0,18.0
INV-43735600030,2022-01-12,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,LINN,SPICED RUM,diageo americas,43334,captain morgan original spiced,375.0,5.0,4,30.0,1.5
INV-43722000063,2022-01-12,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,STORY,AMERICAN BRANDIES,HEAVEN HILL BRANDS,52316,CHRISTIAN BROS BRANDY,750.0,6.0,36,324.0,27.0
INV-43580000032,2022-01-06,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,DALLAS,AMERICAN VODKAS,DIAGEO AMERICAS,37994,SMIRNOFF 80PRF,375.0,4.75,24,171.12,9.0
INV-43495700111,2022-01-03,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,CLINTON,SPICED RUM,proximo,46506,kraken black spiced rum,1750.0,16.31,3,73.41,5.25
INV-43476400120,2022-01-03,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,LINN,AMERICAN BRANDIES,E & J GALLO WINERY,52579,E & J VSOP MINI,50.0,,1,11.6,0.05
INV-43734000043,2022-01-12,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,STRAIGHT RYE WHISKIES,PROXIMO,26665,TIN CUP RYE,750.0,13.75,12,247.56,9.0
INV-43725600095,2022-01-12,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,JOHNSON,AMERICAN VODKAS,phillips beverage,37665,row vodka,1750.0,,6,109.98,10.5
INV-43500800040,2022-01-04,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322,POLK,SINGLE MALT SCOTCH,e & j gallo winery,5918,jura 12 year,750.0,25.0,12,450.0,9.0
INV-43470800051,2022-01-03,HY-VEE FOOD STORE #3 / DES MOINES,3221 SE 14TH ST,DES MOINES,50315,POLK,SPICED RUM,diageo americas,43336,captain morgan original spiced,750.0,9.06,24,326.16,18.0
INV-43501900210,2022-01-04,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722,SCOTT,SPICED RUM,william grant & sons inc,45886,sailor jerry spiced navy rum,750.0,10.0,2,30.0,1.5
INV-43559200105,2022-01-05,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,COCKTAILS /RTD,sazerac company  inc,57174,chi-chi's skinny margarita,1750.0,6.5,6,58.5,10.5
INV-43486500109,2022-01-03,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POLK,AMERICAN CORDIALS & LIQUEUR,HEAVEN HILL BRANDS,73715,EVAN WILLIAMS CHERRY RESERVE,750.0,8.5,6,76.5,4.5
INV-43541500013,2022-01-05,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241,JOHNSON,AMERICAN VODKAS,E & J GALLO WINERY,36965,NEW AMSTERDAM 80PRF MINI,50.0,5.54,10,83.1,0.5
INV-43828600063,2022-01-17,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,WHITE RUM,BACARDI USA INC,43831,BACARDI SUPERIOR,200.0,2.5,8,30.0,1.6
INV-43721400069,2022-01-12,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,SCOTCH WHISKIES,pernod ricard usa,4716,chivas regal 12yr,750.0,19.49,12,350.88,9.0
INV-43736800062,2022-01-12,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,LINN,CANADIAN WHISKIES,JIM BEAM BRANDS,10628,CANADIAN CLUB WHISKY,,14.5,6,130.5,10.5
INV-43786900084,2022-01-14,HY-VEE #3 / DUBUQUE,400 LOCUST ST,DUBUQUE,52001,DUBUQUE,IMPORTED CORDIALS & LIQUEURS,"MAST-JAGERMEISTER US, INC",65256,JAGERMEISTER LIQUEUR,750.0,13.0,4,78.0,3.0
INV-43734000056,2022-01-12,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,AMERICAN BRANDIES,LUXCO INC,54446,PARAMOUNT APRICOT BRANDY,750.0,5.48,12,98.64,9.0
INV-43479900071,2022-01-03,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,SCOTT,WHISKEY LIQUEUR,SAZERAC COMPANY  INC,64870,FIREBALL CINNAMON WHISKEY,100.0,0.9,48,64.8,4.8
INV-43537500002,2022-01-05,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POLK,COCKTAILS /RTD,PROXIMO,58911,JOSE CUERVO AUTHENTIC LIME LIGHT,200.0,4.64,6,41.76,1.2
INV-43696000048,2022-01-11,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,CARROLL,WHISKEY LIQUEUR,sazerac company  inc,64858,fireball cinnamon whiskey mini dispenser,,25.8,3,116.1,0.15
INV-43469600017,2022-01-03,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,JOHNSON,SCOTCH WHISKIES,sazerac company  inc,8826,lauders,750.0,,12,92.4,9.0
INV-43722000101,2022-01-12,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,STORY,100% AGAVE TEQUILA,PERNOD RICARD USA,89610,OLMECA ALTOS REPOSADO,750.0,,48,1079.52,36.0
INV-43520700095,2022-01-04,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104,WOODBURY,FLAVORED RUM,diageo americas,72911,captain morgan orange vanilla twist,,9.06,12,163.08,9.0
INV-43576700139,2022-01-06,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,AMERICAN BRANDIES,e & j gallo winery,52598,e & j vs,1750.0,,3,58.5,5.25
INV-43844200089,2022-01-17,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588,BUENA VIST,AMERICAN BRANDIES,luxco inc,55086,paramount blackberry brandy,750.0,5.5,4,33.0,3.0
INV-43720800094,2022-01-12,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POLK,IMPORTED VODKAS,DIAGEO AMERICAS,34456,KETEL ONE,750.0,11.33,6,102.0,4.5
INV-43744600046,2022-01-12,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,STRAIGHT BOURBON WHISKIES,jim beam brands,28043,jim beam vanilla,750.0,,2,33.0,1.5
INV-43781500102,2022-01-14,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,LINN,AMERICAN BRANDIES,e & j gallo winery,52582,e & j vsop,750.0,7.24,6,65.16,4.5
INV-43555700186,2022-01-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,WHISKEY LIQUEUR,sazerac company  inc,64868,fireball cinnamon whiskey,1750.0,15.33,12,276.0,21.0
INV-43576700217,2022-01-06,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,AMERICAN SCHNAPPS,jim beam brands,82846,dekuyper luscious peachtree,750.0,6.5,12,117.0,9.0
INV-43541900051,2022-01-05,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,JOHNSON,AMERICAN VODKAS,dunkel corporation / iowa distilling,38046,swell zone vodka,750.0,9.44,3,42.48,2.25
INV-43478000056,2022-01-03,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807,SCOTT,AMERICAN CORDIALS & LIQUEUR,LUXCO INC,78866,PARAMOUNT CREME DE CACAO WHITE,750.0,5.0,12,90.0,9.0
INV-43495700023,2022-01-03,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,CLINTON,AMERICAN DRY GINS,luxco inc,31658,paramount gin,1750.0,7.11,6,64.02,10.5
INV-43701100005,2022-01-11,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701,BLACK HAWK,STRAIGHT BOURBON WHISKIES,jim beam brands,27781,jim beam apple,100.0,1.4,3,6.3,0.3
INV-43479900068,2022-01-03,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,SCOTT,STRAIGHT RYE WHISKIES,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,15187,WHISTLEPIG 6YR PIGGYBACK,750.0,,6,225.0,4.5
INV-43744600106,2022-01-12,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,IMPORTED CORDIALS & LIQUEURS,"mast-jagermeister us, inc",65254,jagermeister liqueur,375.0,7.05,2,21.16,0.75
INV-43518800071,2022-01-04,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,CARROLL,SINGLE MALT SCOTCH,moet hennessy usa,4090,ardbeg corryvreckan,750.0,59.99,2,179.98,1.5
INV-43518800079,2022-01-04,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,CARROLL,COCKTAILS /RTD,proximo,58838,jose cuervo authentic lime margarita,1750.0,8.74,6,78.66,10.5
INV-43720800059,2022-01-12,HY-VEE FOOD AND DRUG / GRAND / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,POLK,AMERICAN VODKAS,INFINIUM SPIRITS,37888,SEAGRAMS EXTRA SMOOTH VODKA,1750.0,10.0,6,90.0,10.5
INV-43518800136,2022-01-04,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,CARROLL,COCKTAILS /RTD,proximo,58911,jose cuervo authentic lime light,200.0,4.64,6,41.76,1.2
INV-43745900037,2022-01-12,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,HWY 9 & 71,SPIRIT LAKE,51360,DICKINSON,AMERICAN BRANDIES,jim beam brands,54706,dekuyper blackberry brandy,750.0,4.5,2,13.5,1.5
INV-43483600148,2022-01-03,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,MUSCATINE,COFFEE LIQUEURS,sazerac company  inc,67586,kapali coffee liqueur,750.0,5.72,12,102.96,9.0
INV-43470400111,2022-01-03,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,TRIPLE SEC,LUXCO INC,86251,JUAREZ TRIPLE SEC,1000.0,2.42,72,261.36,72.0
INV-43537000144,2022-01-05,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,POLK,IMPORTED CORDIALS & LIQUEUR,sazerac company  inc,66636,romana sambuca italian liquore,750.0,13.5,2,40.5,1.5
INV-43742700086,2022-01-12,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,LEE,WHISKEY LIQUEUR,sazerac company  inc,64864,fireball cinnamon whiskey,375.0,5.33,4,32.0,1.5
INV-43520700002,2022-01-04,HY-VEE FOOD STORE #4 / SIOUX CITY,2827 HAMILTON BLVD,SIOUX CITY,51104,WOODBURY,CANADIAN WHISKIES,diageo americas,10808,crown royal regal apple,1000.0,19.39,24,698.16,24.0
INV-43590800105,2022-01-06,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,AMERICAN CORDIALS & LIQUEUR,prestige wine & spirits group / united states distilled products co,75195,kinky aloha mini,50.0,4.84,1,7.26,0.05
INV-43722000054,2022-01-12,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,STORY,SPICED RUM,HEAVEN HILL BRANDS,43024,ADMIRAL NELSON SPICED,375.0,2.99,6,26.94,2.25
INV-43537000052,2022-01-05,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,POLK,TENNESSEE WHISKIES,brown forman corp.,86670,jack daniels tennessee honey,750.0,15.57,12,280.32,9.0
INV-43766100131,2022-01-13,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,LINN,AMERICAN VODKAS,FIFTH GENERATION INC,38177,TITOS HANDMADE VODKA,1000.0,12.67,60,1140.6,60.0
INV-43518800050,2022-01-04,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,CARROLL,AMERICAN CORDIALS & LIQUEUR,luxco inc,76487,paramount amaretto,1000.0,4.05,12,72.96,12.0
